UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
2002102994,Tiago Faiões,25,78 kg,184 cm,,Tight groin,POR,Liga Portugal Bwin,Santa Clara,"€59,500 p/a",-,30/6/2035,"AM (C), ST (C)",AM (C),5,483,89%,-,0.08,0.75,0.56,0.19,0%,0,13%,-0.19,0.93,0.19,0.19,0.22,0,0.41,1.49,80%,0.75,0,0,6.71,25%,1.68,-,5.03,6.71,1.68,0.56,11.9km,1.12,6.89,-,-,-,-,-,-,-
2002145771,Tony Raji,22,73 kg,184 cm,,-,NGA,Eredivisie,Go Ahead Eagles,"€121,000 p/a",-,30/6/2035,"AM (RLC), ST (C)",AM (LC),5,442,85%,0.2,0.09,0.61,0.61,0.41,38%,0.81,-,-0.83,0.61,-,0.41,0.17,1,0.43,2.65,93%,0.41,0,0,4.89,25%,1.22,0.2,5.09,12.42,8.35,2.44,13.1km,2.65,11.81,-,-,-,-,-,-,-
29194724,Antoine Semenyo,33,62 kg,178 cm,,-,GHA,Serie A,Cremonese,"€2,118,000 p/a",€12.75K,30/6/2033,"AM (RL), ST (C)",-,18,"1,379",89%,-,0.05,3.33,0.78,0.2,12%,0.33,10%,-0.49,0.13,0.07,0.13,0.1,0,0.77,2.94,85%,0.46,0,0.07,3.65,25%,0.91,0.52,5.74,12.73,11.81,2.15,12.7km,3.65,14.68,-,-,-,-,-,-,-
2002154758,Nicolás Rivero,21,74 kg,183 cm,,-,ARG,LaLiga EA SPORTS,Sevilla,"€633,000 p/a",-,30/6/2034,"DM, AM (RL), ST (C)","DM, AM (RL)",1,238,79%,-,0.2,1.13,1.13,0.38,20%,0.38,27%,1.17,2.27,1.13,1.89,0.69,0,0.53,1.89,71%,0.76,0,0,9.08,25%,2.27,0.38,6.05,9.83,10.59,3.03,13.3km,1.89,7.56,-,-,-,-,-,-,-
2002134433,Manex Álvarez,22,75 kg,181 cm,,-,ESP,LaLiga EA SPORTS,Real Sociedad,"€994,000 p/a",-,30/6/2034,"AM (RL), ST (C)",AM (RL),3,315,87%,0.29,0.55,3.71,2.29,1.14,25%,0.57,10%,-0.49,1.43,0.29,0.86,0.43,0,1.91,2.57,90%,0,0,0,2.29,25%,0.57,-,6,12.29,9.43,3.14,12.6km,2.57,8,-,-,-,-,-,-,-
2002074374,Réginald Thiebault,24,84 kg,188 cm,,-,FRA,Ligue 1 Uber Eats,Lyon,"€1,433,000 p/a",-,30/6/2034,ST (C),-,2,440,86%,0.2,0.22,1.23,1.23,0.82,0%,0,28%,0.94,1.64,1.02,1.64,0.83,0,1.08,1.43,88%,0,0,0,11.45,25%,2.86,0.2,4.3,9.82,4.7,2.05,13.2km,1.43,4.3,-,-,-,-,-,-,-
2002133750,Giacomo Quaranta,22,71 kg,180 cm,,-,ITA,Serie A,Hellas Verona,"€1,790,000 p/a",-,30/6/2036,"AM (RL), ST (C)",AM (R),32,"2,668",86%,0.07,0.08,2.06,0.71,0.17,11%,0.27,28%,4.15,0.54,0.27,0.44,0.13,0,2.45,2.02,82%,0.47,0.03,0,3.54,25%,0.88,0.34,4.89,10.96,7.69,2.93,12.2km,2.13,8.84,-,-,-,-,-,-,-
2002074593,Armin Hartzell,25,78 kg,183 cm,,-,SWE,English Premier League,Cardiff,"€7,982,000 p/a",€22.5M,30/6/2037,"AM (R), ST (C)",-,21,"1,544",82%,0.06,0.15,1.11,0.93,0.41,22%,0.41,4%,-2.15,0.35,0.06,0.7,0.18,0,2.59,1.52,84%,0.17,0,0.12,11.08,25%,2.74,0.17,4.31,8.39,7.52,1.52,13.1km,1.75,8.69,-,-,-,-,-,-,-
2002075511,Abbévi Bissirou,24,79 kg,183 cm,,-,FRA,LaLiga EA SPORTS,CA Osasuna,"€2,361,000 p/a",-,30/6/2037,"AM (RC), ST (C)",AM (RC),35,"2,932",82%,0.12,0.21,1.78,1.78,0.74,24%,0.34,21%,4.37,0.92,0.43,1.04,0.3,0,6.69,1.11,80%,0.25,0.03,0.06,8.69,25%,2.15,0.06,3.96,10.99,8.07,2,12.9km,1.66,7.64,-,-,-,-,-,-,-
2002124576,Khalidou Cissé,23,72 kg,177 cm,,-,ESP,LaLiga EA SPORTS,Espanyol,"€1,305,000 p/a",-,30/6/2034,"M (L), AM (RLC), ST (C)",AM (RC),14,"1,541",90%,0.12,0.12,3.91,0.88,0.29,25%,0.29,16%,0.4,0.82,0.18,0.35,0.15,0,2.13,2.39,87%,0.93,0,0,4.03,25%,0.99,0.23,6.02,9.81,11.56,2.39,13.5km,3.15,14.43,-,-,-,-,-,-,-
2002124549,Giovanni Kamperveen,23,76 kg,183 cm,,-,NED,Eredivisie,Willem II,"€602,000 p/a",-,30/6/2037,"AM (R), ST (C)",-,17,"1,190",86%,0.23,0.14,0.98,0.61,0.3,21%,0.45,7%,-0.84,0.3,0.08,0.45,0.14,0,1.83,2.04,75%,0.45,0,0,4.31,25%,1.06,0.08,5.6,9.08,8.32,2.42,13.0km,2.27,13.84,-,-,-,-,-,-,-
2002124073,Fabrizio Fanciulli,23,81 kg,183 cm,,-,ITA,Serie A,Fiorentina,"€2,301,000 p/a",-,30/6/2037,"AM (C), ST (C)",AM (C),34,"3,011",85%,0.12,0.05,0.48,0.39,0.09,23%,0.09,19%,0.51,0.51,0.24,0.42,0.22,0,1.84,1.91,80%,0.24,0.06,0.12,8.31,24%,2.03,0.15,3.86,6.4,5.56,0.51,12.4km,1.82,8.91,-,-,-,-,-,-,-
2002145735,Cristóbal Fraile,22,75 kg,182 cm,,-,ESP,LaLiga EA SPORTS,Mallorca,"€1,550,000 p/a",-,30/6/2037,"AM (R), ST (C)",-,24,"2,258",84%,0.12,0.18,2.03,1.2,0.48,13%,0.12,26%,2.63,1.24,0.56,0.6,0.45,0,4.4,1.59,80%,0.6,0,0.04,7.02,24%,1.71,-,4.74,10.16,6.7,2.55,12.7km,1.79,8.97,-,-,-,-,-,-,-
85139014,Kylian Mbappé,34,71 kg,178 cm,,-,FRA,Ligue 1 Uber Eats,PSG,"€29,696,000 p/a",-,30/6/2034,"AM (RL), ST (C)",AM (R),41,"3,690",84%,0.51,0.45,3.02,2.02,1.2,26%,0.88,24%,9.09,1.46,0.63,1.27,0.33,2,18.26,2,80%,0.39,0,0,3.76,24%,0.9,0.2,6.17,15.17,9.49,3.73,13.2km,4.07,12.51,-,-,-,-,-,-,-
85140301,Christopher Nkunku,35,64 kg,178 cm,,-,FRA,LaLiga EA SPORTS,Real Madrid,"€12,735,000 p/a",-,30/6/2033,"M (C), AM (RLC), ST (C)","M (C), AM (RL)",19,"2,130",86%,0.46,0.3,2.11,1.1,1.18,19%,0.17,29%,4.08,1.52,0.63,1.18,0.23,0,7.02,0.8,63%,0.3,0.08,0,3,24%,0.72,0.13,2.92,13.23,9.85,1.01,13.3km,1.99,7.82,-,-,-,-,-,-,-
2000249737,Ivenzo Thier,20,70 kg,174 cm,,-,NED,Eredivisie,AZ,"€1,625,000 p/a",-,30/6/2036,"AM (C), ST (C)",-,33,"2,790",85%,0.06,0.16,2.68,1.58,0.45,26%,0.29,19%,0.22,1.1,0.35,0.9,0.3,0,5.01,1.19,80%,0.35,0.03,0,3.55,24%,0.84,0.19,4.61,9.16,8.94,1.87,13.4km,2.35,10.81,-,-,-,-,-,-,-
2002131838,Vitinho,23,78 kg,183 cm,,-,BRA,Serie A,Empoli,"€2,910,000 p/a",-,30/6/2037,"AM (RL), ST (C)",AM (RL),29,"2,140",85%,0.21,0.1,1.47,0.76,0.29,5%,0.08,7%,-2.58,0.59,0.13,0.97,0.23,0,2.28,1.64,68%,0.46,0,0,6.43,24%,1.51,0.21,4.08,9.88,7.95,1.56,12.6km,2.57,10.89,-,-,-,-,-,-,-
2002162285,Luciaan Nelles,20,80 kg,190 cm,,-,BEL,Jupiler Pro League,Gent,"€50,500 p/a",-,30/6/2033,"AM (R), ST (C)",AM (R),1,301,81%,-,0.08,0.6,0.6,-,0%,0,13%,-1.2,2.09,0.6,0.9,0.96,0,0.28,0.6,29%,0.3,0,0,10.17,24%,2.39,-,0,26.01,6.58,0.6,10.5km,1.2,6.88,-,-,-,-,-,-,-
2002073510,El Mehdi Bouali,25,73 kg,180 cm,,-,MAR,Ligue 1 Uber Eats,EA Guingamp,"€1,002,000 p/a",-,30/6/2035,"AM (R), ST (C)",-,27,"2,318",87%,0.12,0.1,2.45,0.62,0.31,9%,0.16,9%,-0.76,0.43,0.08,0.35,0.11,0,2.67,2.25,67%,0.89,0,0,5.47,23%,1.28,0.04,6.68,12.5,8.23,3.22,13.1km,3.34,13.86,-,-,-,-,-,-,-
2000055904,Diego López,31,68 kg,172 cm,,-,ESP,English Premier League,Leeds Utd,"€4,227,000 p/a",-,30/6/2034,"M (L), AM (RL), ST (C)",M (L),10,998,82%,0.18,0.15,1.8,1.35,0.45,32%,0.54,5%,-2.15,0.54,0.09,1.08,0.21,0,1.68,1.98,73%,0.36,0,0,5.41,23%,1.26,0.45,6.67,11.27,13.53,1.53,13.1km,3.88,11.9,-,-,-,-,-,-,-
2002131839,Diego,23,78 kg,184 cm,,-,BRA,English Premier League,Leicester,"€4,087,000 p/a",-,30/6/2037,"AM (RL), ST (C)",AM (RL),4,677,80%,0.27,0.38,1.6,1.33,1.06,20%,0.53,14%,-0.67,1.2,0.4,1.73,0.49,0,2.86,1.73,87%,0.27,0.13,0,9.17,23%,2.13,0.4,5.32,12.9,9.7,2.39,13.6km,1.6,8.38,-,-,-,-,-,-,-
89068839,Cauê,30,71 kg,185 cm,,-,BRA,Jupiler Pro League,Cercle Brugge,"€478,000 p/a",-,30/6/2033,ST (C),-,36,"3,372",75%,0.11,0.09,0.48,0.32,0.16,8%,0.03,10%,-1.3,1.63,0.35,0.77,0.38,0,3.22,1.17,79%,0.19,0,0,5.2,23%,1.2,0.05,1.39,8.11,3.04,0.59,5.8km,0.8,3.18,-,-,-,-,-,-,-
37074626,Yorbe Vertessen,32,72 kg,176 cm,,-,BEL,Jupiler Pro League,Standard Liège,"€1,267,000 p/a",-,30/6/2033,"AM (RL), ST (C)",AM (RL),2,339,79%,-,0.09,0.8,0.53,0.27,0%,0,12%,0.01,4.25,0.8,0.8,0.79,0,0.35,1.86,88%,0.27,0,0.27,3.45,23%,0.8,-,0.53,12.74,3.98,0.53,5.4km,1.33,3.98,-,-,-,-,-,-,-
2002119875,Vitor,25,80 kg,186 cm,,-,BRA,Serie A,Fiorentina,"€936,000 p/a",-,30/6/2036,"AM (RC), ST (C)",AM (RC),9,829,86%,-,0.05,1.41,0.54,0.22,0%,0,11%,-0.2,0.76,0.11,0.43,0.13,0,0.47,2.06,83%,0.65,0.22,0.11,5.65,23%,1.3,0.22,5.97,9.99,5.21,1.85,12.5km,2.06,9.99,-,-,-,-,-,-,-
2002101613,Matías Vlachos,24,73 kg,175 cm,,Pulled abdominal muscle,ARG,English Premier League,Liverpool,"€4,492,000 p/a",-,30/6/2036,"AM (RC), ST (C)",AM (RC),4,705,85%,0.26,0.13,1.53,0.89,0.26,29%,0.26,27%,1.36,1.4,0.77,0.89,0.59,0,1.01,1.02,67%,0.26,0,0,4.98,23%,1.15,-,2.94,9.32,7.53,1.91,12.8km,2.3,7.15,-,-,-,-,-,-,-
2000244591,Jakob Wiehe,26,81 kg,188 cm,,Tight groin,GER,LaLiga EA SPORTS,Alavés,"€1,221,000 p/a",-,30/6/2034,ST (C),-,14,"1,305",88%,-,0.03,0.62,0.28,0.14,0%,0,25%,3.21,1.1,0.48,0.83,0.26,0,0.43,1.03,79%,0.48,0,0.07,11.45,23%,2.62,-,4.07,6.76,4.07,0.9,12.2km,1.03,4.97,-,-,-,-,-,-,-
83243048,Juan Perea,33,80 kg,180 cm,,-,COL,Bundesliga,Paderborn,"€1,407,000 p/a",€275K,30/6/2034,"AM (R), ST (C)",AM (R),-,257,84%,-,0.16,1.05,1.05,0.35,0%,0,-,-0.11,0.7,-,0.7,0.04,0,0.45,3.5,71%,1.75,0.35,0,7.7,23%,1.75,0.35,9.46,9.46,11.56,1.05,15.1km,3.5,14.01,-,-,-,-,-,-,-
48044574,Moussa Diaby,33,65 kg,170 cm,,-,FRA,Serie A,Monza,"€5,186,000 p/a",-,30/6/2034,"M (R), AM (RLC), ST (C)","M (R), AM (C)",29,"2,416",85%,0.37,0.28,2.91,1.04,0.82,21%,0.63,12%,0.24,0.41,0.11,0.52,0.1,0,7.46,3.91,85%,0.78,0,0,3.32,22%,0.75,0.22,5.55,16.73,13.11,3.8,13.2km,3.24,15.91,-,-,-,-,-,-,-
75042244,Taty Castellanos,34,74 kg,178 cm,,-,ARG,Ligue 1 Uber Eats,Troyes,"€1,259,000 p/a",-,30/6/2033,"AM (RLC), ST (C)",AM (RLC),20,"1,794",86%,0.05,0.09,1.56,0.55,0.2,6%,0.05,16%,-0.77,0.5,0.2,0.65,0.2,0,1.85,1.86,74%,0.4,0.05,0.05,7.63,22%,1.71,0.1,5.17,9.18,6.22,1.25,13.0km,2.26,10.13,-,-,-,-,-,-,-
14110660,Lautaro Martínez,35,70 kg,174 cm,,-,ARG,Serie A,Inter,"€15,996,000 p/a",-,30/6/2034,"AM (C), ST (C)",AM (C),24,"2,174",90%,0.04,0.05,0.62,0.58,0.29,8%,0.04,26%,1.88,0.79,0.37,0.41,0.2,0,1.12,2.19,75%,0.37,0.04,0,3.73,22%,0.83,0.12,4.1,7.7,6.42,0.33,12.8km,2.44,10.06,-,-,-,-,-,-,-
18111482,Kazeem Olaigbe,30,62 kg,172 cm,,-,BEL,Jupiler Pro League,Eupen,"€331,000 p/a",-,30/6/2034,"M (R), AM (RL), ST (C)","M (R), AM (RL)",40,"3,197",67%,0.08,0.09,0.56,0.31,0.06,6%,0.03,6%,-3.14,0.79,0.14,0.25,0.23,0,3.34,1.07,86%,0.17,0.03,0,2.93,22%,0.65,0.08,0.48,6.39,2.36,0.45,3.8km,0.7,2.42,-,-,-,-,-,-,-
2000188767,Nacim Dendani,27,80 kg,188 cm,,-,FRA,Ligue 1 Uber Eats,Reims,"€1,572,000 p/a",-,30/6/2034,"M/AM (L), ST (C)",M/AM (L),2,407,86%,0.22,0.2,0.88,1.11,0.44,25%,0.22,13%,-0.3,0.66,0.22,1.11,0.29,0,0.91,0.66,38%,0.66,0.22,0,11.06,22%,2.43,-,4.64,8.85,4.2,1.11,14.0km,2.21,8.85,-,-,-,-,-,-,-
67272136,Ferran Jutglà,34,72 kg,175 cm,,-,ESP,Jupiler Pro League,Club Brugge,"€1,297,000 p/a",-,30/6/2034,"AM (RLC), ST (C)",AM (RLC),33,"3,100",73%,0.12,0.1,0.75,0.26,0.06,22%,0.15,28%,9.67,1.07,0.61,0.2,0.28,0,3.33,1.31,70%,0.15,0.03,0.03,3.45,22%,0.75,0.15,2.21,6.59,4.12,0.81,6.1km,1.19,5.08,-,-,-,-,-,-,-
2000270838,Yonni La Barbera,26,72 kg,176 cm,,-,BEL,Jupiler Pro League,Genk,"€660,000 p/a",-,30/6/2036,"DM, AM (RLC), ST (C)","DM, AM (RLC)",33,"2,761",78%,0.16,0.11,1.3,0.72,-,13%,0.26,3%,-5.67,0.85,0.07,0.42,0.25,0,3.5,1.56,72%,0.65,0,0,3.75,22%,0.81,0.23,2.15,12.97,8.08,1.56,7.9km,1.76,7.82,-,-,-,-,-,-,-
2000263999,Estêvão,26,73 kg,178 cm,,-,BRA,LaLiga EA SPORTS,FC Barcelona,"€18,845,000 p/a",-,30/6/2037,"M (C), AM (RC), ST (C)","M (C), AM (R)",43,"3,434",88%,0.21,0.16,1.7,1.13,0.5,21%,0.16,30%,9.56,1.39,0.71,0.68,0.46,0,6.07,0.94,65%,0.18,0,0,2.78,22%,0.6,0.08,3.88,6.13,6.71,2.15,12.4km,1.94,7.89,-,-,-,-,-,-,-
2002133283,Matthew Williams,23,69 kg,174 cm,,-,ENG,English Premier League,Chelsea,"€4,645,000 p/a",-,30/6/2035,"AM (RL), ST (C)",AM (RL),15,"1,393",87%,-,0.04,1.29,0.39,0.19,9%,0.13,15%,-1.17,1.23,0.32,0.58,0.4,0,0.67,1.49,77%,0.52,0.06,0,8.98,22%,1.94,0.06,4.59,8.27,6.98,2.46,12.9km,2.71,9.3,-,-,-,-,-,-,-
2000050421,Jonathan Dubasin,33,74 kg,180 cm,,-,BEL,LaLiga EA SPORTS,Almería,"€1,484,000 p/a",-,30/6/2034,"M (L), AM (RLC), ST (C)","M (L), AM (C)",29,"2,391",88%,0.11,0.12,2.71,1.02,0.53,25%,0.38,25%,1.84,0.64,0.26,0.26,0.19,2,3.11,1.47,70%,0.64,0,0,4.44,21%,0.94,0.26,5.27,11.03,8.7,1.69,13.1km,2.6,10.31,-,-,-,-,-,-,-
2002123475,Steven Pérard,23,80 kg,187 cm,,-,FRA,Ligue 1 Uber Eats,Montpellier,"€520,000 p/a",-,30/6/2034,"AM (RL), ST (C)",AM (RL),13,"1,302",87%,-,0.12,1.18,0.76,0.14,4%,0,26%,2.84,0.9,0.62,1.18,0.43,0,1.76,2.07,67%,0.41,0,0.07,9.47,21%,2,0.21,4.49,8.02,7.12,1.66,13.1km,1.73,8.43,-,-,-,-,-,-,-
72056133,Daryl Dike,32,98 kg,188 cm,,Pulled hamstring,USA,Ligue 1 Uber Eats,OGC Nice,"€3,177,000 p/a",-,30/6/2034,ST (C),-,3,364,91%,0.25,0.07,0.74,0.99,0.25,-,0,33%,0.23,0.25,0.25,0.49,0.19,0,0.27,0.74,43%,0,0,0,4.7,21%,0.99,0.25,2.97,5.44,4.95,1.24,12.9km,1.73,9.15,-,-,-,-,-,-,-
2002073415,Kilian Amort,25,75 kg,181 cm,,Tight calf,GER,Bundesliga,Paderborn,"€1,816,000 p/a",-,30/6/2036,"M (L), AM (C), ST (C)",M (L),27,"2,262",85%,0.04,0.06,1.07,0.44,0.2,10%,0.08,21%,1.03,0.6,0.28,0.6,0.24,0,1.39,1.71,75%,0.95,0,0.04,10.62,21%,2.23,0.52,6.88,9.11,12.93,1.87,14.1km,2.79,11.74,-,-,-,-,-,-,-
2002072284,Jeremiah Ferrell,25,70 kg,174 cm,,-,ENG,English Premier League,Man City,"€7,585,000 p/a",-,30/6/2036,"AM (RC), ST (C)",AM (C),2,657,86%,0.27,0.26,3.42,2.19,0.82,24%,0.55,17%,0.41,0.68,0.27,0.82,0.22,0,1.91,1.23,82%,0.27,0.27,0,3.29,21%,0.68,0.14,3.84,13.15,11.1,2.05,13.9km,1.92,10.41,-,-,-,-,-,-,-
2002101885,Mario Camus,24,72 kg,177 cm,,-,ESP,Serie A,Juventus,"€14,300,000 p/a",-,30/6/2036,"AM (RC), ST (C)",AM (RC),28,"2,523",85%,0.14,0.19,1.03,0.82,0.54,20%,0.14,32%,5.26,1,0.61,0.57,0.42,1,5.28,1.39,71%,0.29,0,0,3.42,21%,0.71,0.14,3.71,8.67,5.1,1.78,13.0km,1.96,7.92,-,-,-,-,-,-,-
43295822,Nicolò Cambiaghi,32,63 kg,173 cm,,-,ITA,English Premier League,Middlesbrough,"€6,388,000 p/a",€23M,30/6/2034,"M (L), AM (LC), ST (C)","M (L), AM (C)",29,"2,375",85%,0.19,0.21,2.65,1.67,0.72,16%,0.76,11%,-0.45,0.49,0.11,0.57,0.1,0,5.63,3.26,83%,0.72,0.04,0.08,4.74,21%,0.99,0.49,6.78,14.51,17.89,2.08,13.3km,3.64,14.48,-,-,-,-,-,-,-
2000196494,Raùl König,27,78 kg,179 cm,,-,GER,Bundesliga,RB Leipzig,"€5,136,000 p/a",-,30/6/2037,"M (C), AM (RLC), ST (C)","M (C), AM (RL)",10,"1,017",81%,0.09,0.11,2.21,0.62,0.27,17%,0.18,-,-2.1,0.8,-,0.8,0.19,0,1.25,1.68,68%,0.35,0.09,0,2.57,21%,0.53,0.8,5.04,12.57,9.2,1.59,13.6km,3.19,10.88,-,-,-,-,-,-,-
2002101758,Óscar Gutiérrez,24,72 kg,178 cm,,Tight calf,ESP,LaLiga EA SPORTS,Alavés,"€221,000 p/a",-,30/6/2034,"AM (RL), ST (C)",AM (RL),2,344,92%,0.26,0.19,1.57,1.05,0.52,21%,1.05,-,-0.45,0.26,-,0.26,0.12,0,0.73,0.52,67%,0,0,0,7.59,21%,1.57,0.26,5.23,9.16,5.76,1.83,12.7km,1.57,5.49,-,-,-,-,-,-,-
2002075442,Belarmino Shelepko,25,76 kg,182 cm,,-,POR,Serie A,Sassuolo,"€1,395,000 p/a",€6M,30/6/2035,"AM (R), ST (C)",AM (R),6,768,84%,-,0.09,2.11,0.7,0.23,20%,0.12,23%,1.05,0.59,0.35,0.23,0.23,1,0.81,1.52,62%,0.47,0,0,8.55,21%,1.76,0.59,5.27,9.26,7.73,2.11,12.8km,2.23,8.91,-,-,-,-,-,-,-
93104332,Benjamin Nygren,31,69 kg,182 cm,,-,SWE,Serie A,Genoa,"€1,607,000 p/a",-,30/6/2034,"M (C), AM (RLC), ST (C)","M (C), AM (RL)",26,"2,064",86%,0.09,0.13,1.88,0.74,0.35,11%,0,20%,1.84,1.22,0.44,1.05,0.32,1,3.05,0.96,69%,0.35,0.04,0.04,7.94,20%,1.61,0.39,4.01,9.94,6.32,0.87,12.8km,2.49,11.03,-,-,-,-,-,-,-
67274349,Hugo Duro,33,75 kg,182 cm,,-,ESP,LaLiga EA SPORTS,Sevilla,"€3,510,000 p/a",-,30/6/2034,"AM (RLC), ST (C)",AM (RLC),37,"3,235",87%,0.11,0.21,1.34,1.14,0.5,18%,0.22,17%,-4.43,0.75,0.28,0.42,0.36,0,7.55,1.61,67%,0.39,0,0.08,9.18,20%,1.86,0.17,4.67,8.43,6.29,1.22,12.8km,2.62,10.07,-,-,-,-,-,-,-
43316850,Giacomo Raspadori,33,67 kg,172 cm,,-,ITA,Serie A,Napoli,"€9,004,000 p/a",-,30/6/2034,"AM (RLC), ST (C)",AM (RLC),38,"2,743",86%,0.2,0.24,2.82,0.92,0.89,20%,0.16,17%,3.53,0.95,0.3,1.08,0.18,0,7.34,2.3,78%,0.43,0.07,0.03,2.76,20%,0.56,0.33,5.68,14.17,10.43,2.82,12.8km,2.99,12.44,-,-,-,-,-,-,-
13200568,Mohammed Kudus,32,69 kg,177 cm,,-,GHA,LaLiga EA SPORTS,Atlético Madrid,"€8,958,000 p/a",-,30/6/2035,"M (C), AM (RC), ST (C)",-,40,"3,044",85%,0.21,0.18,2.04,0.98,0.5,27%,0.06,19%,1.39,1.51,0.47,1.45,0.38,1,5.94,1.3,80%,0.18,0.03,0,3.07,20%,0.62,0.09,3.43,9.73,7.39,1.36,12.9km,1.95,9.52,-,-,-,-,-,-,-
2002073155,Arnal Sole,25,74 kg,181 cm,,-,ESP,Ligue 1 Uber Eats,FC Lorient,"€1,188,000 p/a",€6.75M,30/6/2037,ST (C),-,28,"2,306",84%,-,0.03,1.72,0.66,0.08,10%,0.12,23%,1.95,1.05,0.43,0.66,0.35,0,0.7,1.48,81%,0.51,0,0.08,8.9,20%,1.8,0.12,5.03,10.5,5.82,1.83,13.0km,3.12,12.22,-,-,-,-,-,-,-
2000269293,Mattia Mosconi,26,75 kg,180 cm,,-,ITA,Ligue 1 Uber Eats,Strasbourg,"€2,519,000 p/a",-,30/6/2035,"AM (R), ST (C)",AM (R),29,"2,374",87%,0.08,0.08,0.87,0.83,0.19,3%,0.04,16%,-2.44,0.83,0.3,0.68,0.31,0,2.19,1.48,83%,0.27,0,0.04,8.11,20%,1.63,0.19,4.13,7.09,5.65,2.01,12.4km,1.82,7.51,-,-,-,-,-,-,-
18106083,Jérémy Doku,30,67 kg,171 cm,,Tight thigh,BEL,LaLiga EA SPORTS,Valencia,"€4,917,000 p/a",-,30/6/2034,"AM (RL), ST (C)",-,35,"2,644",84%,0.24,0.3,3.17,1.7,0.99,17%,0.99,18%,1.17,0.89,0.31,0.92,0.21,0,8.84,2.59,80%,0.48,0.03,0,3.27,20%,0.65,0.2,5.96,16.75,11.06,5,13.1km,4.08,14.4,-,-,-,-,-,-,-
43424680,Nicholas Bonfanti,31,70 kg,178 cm,,-,ITA,Ligue 1 Uber Eats,Troyes,"€1,124,000 p/a",-,30/6/2034,"AM (RLC), ST (C)",AM (RL),13,"1,294",88%,0.14,0.1,1.25,0.49,0.21,10%,0.14,31%,2.14,1.6,0.77,0.77,0.62,0,1.38,1.25,78%,0.42,0,0,9.18,20%,1.81,0.14,3.41,9.11,7.65,1.39,12.9km,2.36,9.6,-,-,-,-,-,-,-
2002072509,Delfí,24,70 kg,174 cm,,-,ESP,LaLiga EA SPORTS,Real Betis,"€4,242,000 p/a",-,30/6/2037,"AM (RL), ST (C)",AM (L),35,"3,051",87%,0.12,0.1,1.06,0.71,0.27,16%,0.18,17%,0.91,0.91,0.29,0.62,0.27,0,3.39,1.24,75%,0.68,0,0,7.49,20%,1.47,0.15,4.1,10.56,5.37,2.3,12.4km,2.77,9.2,-,-,-,-,-,-,-
27156356,Victor Lind,29,70 kg,178 cm,,-,DEN,Eredivisie,PEC Zwolle,"€447,000 p/a",-,30/6/2035,"M/AM (RL), ST (C)",M (R),4,721,82%,0.25,0.25,0.5,1.25,0.5,41%,0.87,17%,-0.07,0.37,0.12,0.12,0.13,0,2.01,2.5,80%,0.5,0,0,7.61,20%,1.5,-,4.24,11.73,8.74,3.12,13.4km,3.74,12.98,-,-,-,-,-,-,-
2002121113,Cléber,25,71 kg,178 cm,,-,BRA,Liga Portugal Bwin,Estrela,"€329,000 p/a",-,31/12/2035,"M (C), AM (RL), ST (C)","M (C), AM (RL)",30,"2,627",89%,0.1,0.11,1.13,0.62,0.31,13%,0.14,23%,1.88,0.82,0.41,0.65,0.35,0,3.25,1.51,72%,0.41,0,0,6.1,20%,1.2,0.07,4.56,7.43,5.38,2.47,12.2km,1.44,8.05,-,-,-,-,-,-,-
2000006275,Romeo Vermant,29,74 kg,181 cm,,-,BEL,Jupiler Pro League,Club Brugge,"€891,000 p/a",-,30/6/2036,"AM (C), ST (C)",AM (C),20,"1,930",68%,0.19,0.09,0.23,0.09,0.05,-,0,15%,2.37,1.59,0.47,0.14,0.36,0,1.89,1.07,92%,0.09,0.05,0,1.91,20%,0.37,-,0.98,3.12,1.49,0.33,3.0km,0.28,1.21,-,-,-,-,-,-,-
2002072734,Denis Krämer,24,78 kg,182 cm,,-,GER,LaLiga EA SPORTS,Zaragoza,"€1,203,000 p/a",-,30/6/2036,"M (R), AM (RC), ST (C)","M (R), AM (RC)",2,403,90%,0.22,0.14,2.9,1.12,0.22,21%,0.67,13%,-0.13,1.12,0.22,1.34,0.25,0,0.64,2.46,73%,1.12,0,0,8.04,19%,1.56,0.67,7.15,8.04,10.05,2.23,14.4km,2.01,11.39,-,-,-,-,-,-,-
2002075328,Ricardo Paraíso,24,67 kg,171 cm,,-,POR,Liga Portugal Bwin,FC Porto,"€5,868,000 p/a",-,30/6/2037,"AM (RC), ST (C)",AM (RC),40,"3,324",83%,0.19,0.25,2.57,1.62,0.7,16%,0.43,25%,6.77,1.44,0.62,0.89,0.44,0,9.09,1.68,81%,0.27,0.03,0,3.63,19%,0.7,0.14,5.33,13.29,7.69,3.11,12.7km,3.41,11.07,-,-,-,-,-,-,-
