UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
2000037579,Paxten Aaronson,29,63 kg,175 cm,,-,USA,Ligue 1 Uber Eats,RC Lens,"€3,801,000 p/a",-,30/6/2036,"M (LC), AM (RLC), ST (C)","M (LC), AM (RL), ST (C)",23,"2,019",84%,0.18,0.18,3.25,0.85,0.49,16%,0.31,13%,-1.56,0.76,0.18,0.62,0.25,0,4,1.69,67%,0.53,0.04,0,3.52,13%,0.45,0.31,6.11,13.37,11.59,3.16,13.6km,3.88,12.3,-,-,-,-,-,-,-
72049787,Gianluca Busio,30,65 kg,172 cm,,-,USA,LaLiga EA SPORTS,Gijón,"€1,527,000 p/a",-,30/6/2035,"DM, M/AM (C)",AM (C),35,"2,958",88%,0.15,0.22,3.83,1.1,0.58,18%,0.09,11%,-0.63,0.4,0.12,0.79,0.12,1,7.18,2.49,74%,0.85,0.24,0.03,2.1,29%,0.61,0.73,8.09,10.19,13.42,2.01,14.1km,3.13,13.14,-,-,-,-,-,-,-
2000027341,Aldrich Kabongo,25,72 kg,175 cm,,-,COD,Eredivisie,AZ,"€1,544,000 p/a",-,30/6/2036,"M (R), AM (RC), ST (C)","AM (C), ST (C)",19,"1,968",86%,0.18,0.22,3.06,1.23,0.46,16%,0.32,6%,-0.65,1.1,0.14,1.51,0.17,0,4.79,1.65,77%,0.32,0,0,3.02,17%,0.5,0.14,5.9,18.29,13.31,3.7,13.4km,3.66,14.09,-,-,-,-,-,-,-
2000049422,Rubén Sánchez,32,79 kg,184 cm,,Tight groin,ESP,English Premier League,Burnley,"€3,716,000 p/a",-,30/6/2034,D/WB/M/AM (R),M/AM (R),25,"1,997",88%,0.05,0.08,3.92,0.45,0.27,18%,0.32,-,-0.48,0.05,-,0.18,0.02,0,1.72,3.52,74%,2.16,0.23,0.27,4.19,53%,2.21,0.77,11.94,8.7,14.87,0.95,13.4km,3.02,9.73,-,-,-,-,-,-,-
2002123012,Daouda Fall,24,73 kg,182 cm,,Pulled calf muscle,SEN,Ligue 1 Uber Eats,Lyon,"€1,217,000 p/a",-,30/6/2035,"M (RL), AM (R)",M (L),24,"2,060",82%,0.22,0.2,4.67,1.49,0.57,18%,0.87,13%,0.98,1.22,0.31,0.7,0.26,0,4.57,3.19,82%,1,0,0,4.67,59%,2.75,0.35,9.26,12.8,15.95,2.75,13.9km,3.01,11.84,-,-,-,-,-,-,-
2002144221,Thomas Lind,22,80 kg,188 cm,,-,DEN,English Premier League,Wolves,"€5,192,000 p/a",-,30/6/2036,"AM (RL), ST (C)",AM (RL),20,"2,066",81%,0.13,0.11,1.31,0.74,0.22,8%,0.09,19%,0.22,0.7,0.26,0.35,0.25,1,2.53,2.13,86%,0.7,0,0,7.71,26%,2,0.17,4.05,10.37,7.75,1.44,13.7km,2.35,11.15,-,-,-,-,-,-,-
2002134334,Filippo Ballarini,23,83 kg,187 cm,,-,ITA,Serie A,Juventus,"€5,352,000 p/a",€75M,30/6/2036,D (RL),-,43,"3,723",92%,0.07,0.04,5.41,0.39,0.1,0%,0,6%,-0.92,0.29,0.05,0.1,0.07,0,1.68,3.24,84%,1.21,0.1,0.7,5.32,73%,3.89,0.73,12.86,6.16,6.5,0.7,12.7km,2.05,7.54,-,-,-,-,-,-,-
43317730,Salvatore Esposito,32,70 kg,178 cm,,Tight groin,ITA,Eredivisie,PSV,"€4,602,000 p/a",-,30/6/2034,"DM, M (C)",-,45,"3,654",87%,0.34,0.29,3.62,1.48,0.64,25%,0.25,10%,-1.31,1.23,0.27,2.02,0.21,1,11.69,2,75%,0.67,0.17,0.05,2.59,36%,0.94,0.25,7.17,11.58,12.32,1.33,13.9km,3.35,11.87,-,-,-,-,-,-,-
14207518,Gastón Ávila,31,77 kg,182 cm,,-,BEL,Jupiler Pro League,Royal Antwerp,"€1,507,000 p/a",-,30/6/2035,D (LC),D (L),31,"2,659",88%,-,0.04,4.37,0.51,0.1,9%,0.14,20%,0.41,0.1,0.07,0.1,0.03,0,1.17,2.57,87%,0.98,0.14,0.2,3.89,63%,2.47,0.68,10.29,6.36,7.41,0.54,9.3km,1.56,5.86,-,-,-,-,-,-,-
91184426,Angelo Stiller,32,80 kg,183 cm,,-,GER,Bundesliga,Schalke 04,"€2,009,000 p/a",-,30/6/2034,"DM, M (C)",-,13,"1,738",90%,0.1,0.19,4.92,1.71,0.52,20%,0.36,3%,-1.49,0.62,0.05,1.09,0.13,0,3.72,2.64,75%,0.41,0.05,0.31,3.31,45%,1.5,0.31,9.06,7.61,12.32,0.98,14.0km,3.26,13.41,-,-,-,-,-,-,-
14240705,Bruno Valdez,31,74 kg,179 cm,,-,ARG,Argentine Primera División,Atl. Tucumán,"€705,000 p/a",-,31/12/2035,"D (LC), WB (L)",D/WB (L),20,"1,671",94%,0.05,0.07,6.19,0.32,0.11,0%,0,-,-0.16,0,-,0,0.01,0,1.23,2.53,81%,1.18,0.38,0.27,3.72,49%,1.83,1.13,9.86,5.22,2.91,0.05,11.0km,1.72,6.62,-,-,-,-,-,-,-
2000053091,Rune Bjørnådal,24,82 kg,186 cm,,-,NOR,Ligue 1 Uber Eats,Rennes,"€1,997,000 p/a",-,30/6/2036,D (C),-,36,"2,924",94%,0.03,0.03,5.14,0.22,0.03,0%,0,-,-1.5,0.25,-,0.09,0.05,2,1.08,1.17,81%,0.62,0.25,0.58,6.37,84%,5.36,0.62,11.39,5.32,5.2,0.12,11.4km,1.6,3.45,-,-,-,-,-,-,-
67245413,Óscar Mingueza,34,73 kg,184 cm,,-,ESP,LaLiga EA SPORTS,Girona,"€4,677,000 p/a",-,30/6/2034,"D (RLC), WB (R)","D (L), WB (R)",15,"1,456",93%,0.06,0.04,5.69,0.25,0.06,7%,0.06,-,-0.75,0.12,-,0.06,0.05,0,0.59,1.55,76%,1.11,0.12,0.87,5.56,74%,4.14,0.49,10.88,6.18,6.86,0.31,12.4km,1.36,3.83,-,-,-,-,-,-,-
48036568,Modibo Sagnan,34,81 kg,187 cm,,-,BFA,Eredivisie,FC Utrecht,"€1,129,000 p/a",€350K,30/6/2033,D (C),-,8,"1,138",90%,-,0.01,6.96,0.32,0.08,20%,0.08,-,-0.3,0,-,0,0.02,0,0.16,1.34,81%,1.19,0.16,0.71,6.41,64%,4.11,0.63,12.5,7.75,7.67,0.24,12.4km,2.45,5.38,-,-,-,-,-,-,-
2000103826,John Bassey,24,83 kg,190 cm,,-,NGA,LaLiga EA SPORTS,Villarreal,"€974,000 p/a",-,30/6/2036,D (RC),D (R),10,"1,081",92%,0.08,0.11,6.49,0.58,0.25,40%,0.17,-,-0.44,0.33,-,0.08,0.04,1,1.28,1.75,81%,1.33,0.42,0.67,6.16,81%,5,0.42,10.82,5.91,5.49,-,11.8km,1.08,3.75,-,-,-,-,-,-,-
12091290,Bénie Traoré,30,64 kg,172 cm,,Tight hamstring,CIV,English Premier League,Cardiff,"€9,051,000 p/a",€21M,30/6/2035,"AM (RL), ST (C)",AM (L),4,704,89%,0.13,0.14,0.64,0.89,0.38,10%,0.13,24%,1.09,1.53,0.64,1.15,0.5,0,1.11,2.3,82%,0.64,0,0,8.05,19%,1.53,0.26,7.29,8.05,8.31,1.28,14.1km,1.92,9.84,-,-,-,-,-,-,-
83261140,Francisco Conceição,30,64 kg,170 cm,,-,POR,Bundesliga,Schalke 04,"€1,970,000 p/a",€11.75M,30/6/2034,"M (R), AM (RL)","M (R), AM (L)",2,301,85%,0.3,0.3,2.69,1.2,0.6,14%,0.3,-,-0.1,0,-,0.9,0.03,0,0.99,1.79,86%,1.2,0,0,5.38,17%,0.9,0.3,9.57,14.95,13.46,2.39,14.0km,3.89,14.95,-,-,-,-,-,-,-
28116557,Arnau Puigmal,32,72 kg,175 cm,,-,ESP,LaLiga EA SPORTS,CA Osasuna,"€2,426,000 p/a",-,30/6/2034,"M (RC), AM (C)",M (R),34,"2,598",86%,0.21,0.17,6.44,0.97,0.59,21%,0.1,12%,1.01,0.69,0.17,1,0.14,1,4.83,2.15,70%,0.62,0.17,0.03,2.84,30%,0.87,0.24,9.56,9.84,14.48,0.62,13.7km,4.09,14.38,-,-,-,-,-,-,-
2002128828,John Carlos Torijano,21,71 kg,174 cm,,-,COL,English Premier League,Fulham,"€395,000 p/a",-,30/6/2036,"D (C), DM",D (C),12,"1,278",89%,0.14,0.17,5.49,0.92,0.49,13%,0.07,20%,0.6,0.42,0.14,0.56,0.1,0,2.35,3.87,82%,1.48,0.07,0,1.76,60%,1.06,0.7,8.45,9.23,14.86,1.2,14.6km,3.17,12.11,-,-,-,-,-,-,-
71093182,Valeriy Bondar,34,70 kg,182 cm,,-,UKR,Ligue 1 Uber Eats,Strasbourg,"€1,884,000 p/a",-,30/6/2033,D (RC),D (R),33,"2,810",91%,0.03,0.02,2.91,0.13,-,0%,0,-,-0.49,0.16,-,0.1,0.02,0,0.64,1.76,81%,1.09,0.38,0.54,6.41,52%,3.33,0.32,10.09,4.96,4.74,0.19,11.5km,1.19,4.13,-,-,-,-,-,-,-
2000058425,Joan González,31,83 kg,190 cm,,-,ESP,Serie A,Genoa,"€3,612,000 p/a",-,30/6/2035,"DM, M (C)",-,36,"3,159",86%,0.17,0.13,5.5,1.25,0.37,29%,0.17,11%,0.17,0.34,0.11,0.46,0.11,1,4.71,2.65,76%,1.05,0.06,0.4,4.84,42%,2.02,0.34,9.46,8.92,10,0.6,13.7km,4.42,17.92,-,-,-,-,-,-,-
29237773,Leo Fuhr Hjelde,29,83 kg,188 cm,,-,NOR,Serie A,Hellas Verona,"€3,200,000 p/a",-,30/6/2035,D (LC),-,34,"3,077",94%,0.03,0.04,4.91,0.26,0.03,0%,0,6%,0,0.12,0.03,0.12,0.03,0,1.52,1.78,84%,0.64,0.47,0.91,4.97,73%,3.63,0.53,10.32,5.5,3.74,0.53,11.5km,1.05,4.09,-,-,-,-,-,-,-
2002132070,Boris Loor,22,78 kg,185 cm,,-,ECU,English Premier League,Middlesbrough,"€2,987,000 p/a",-,30/6/2037,"AM (RL), ST (C)",AM (RL),7,"1,171",84%,0.08,0.05,1.84,0.61,0.08,3%,0.08,18%,-0.32,1.23,0.46,0.69,0.49,0,0.67,1.69,76%,0.54,0,0,7.92,34%,2.69,0.23,5.76,10.45,8.38,2.54,13.6km,2.15,8.53,-,-,-,-,-,-,-
28126241,Oscar Bobb,29,65 kg,173 cm,,Groin strain,NOR,Serie A,Cagliari,"€2,802,000 p/a",-,30/6/2034,M/AM (RLC),M/AM (L),23,"2,040",88%,0.13,0.13,4.9,0.79,0.49,17%,0.13,22%,0.38,0.18,0.09,0.22,0.07,0,3,2.03,67%,0.97,0.04,0,1.72,15%,0.26,0.49,7.85,10.5,8.34,1.5,12.8km,3.26,14.69,-,-,-,-,-,-,-
2000208439,Gabriel Moscardo,27,80 kg,186 cm,,-,BRA,English Premier League,Brighton,"€6,348,000 p/a",-,30/6/2037,"D (C), DM, M (C)",D/M (C),38,"3,058",87%,0.03,0.06,4.77,0.79,0.12,17%,0.03,12%,1.36,0.47,0.12,0.21,0.08,0,2.11,2.5,82%,0.79,0.18,0.94,7.53,69%,5.21,0.77,11.6,7.27,10.21,0.53,13.7km,2.88,9.48,-,-,-,-,-,-,-
2000105337,Marco Delle Monache,28,69 kg,172 cm,,-,ITA,Serie A,Udinese,"€6,925,000 p/a",-,30/6/2036,"M (L), AM (LC), ST (C)","AM (C), ST (C)",36,"3,240",87%,0.19,0.19,2.42,1.22,0.61,22%,0.31,12%,0.58,0.69,0.17,0.83,0.15,1,6.67,3.19,78%,0.78,0.06,0.03,3.89,14%,0.53,0.28,6.28,13.53,10.36,3.56,13.0km,3.83,15.72,-,-,-,-,-,-,-
2000272445,Asier Sanz,24,74 kg,184 cm,,-,ESP,Bundesliga,Leverkusen,"€8,063,000 p/a",-,30/6/2036,"M (L), AM (RL), ST (C)","M (L), AM (R)",5,"1,112",83%,0.16,0.17,2.75,1.21,0.57,23%,0.89,18%,1.58,1.21,0.49,1.05,0.36,0,2.08,2.83,88%,0.65,0,0,5.18,52%,2.67,0.24,7.53,15.46,12.06,4.05,14.2km,4.21,14.65,-,-,-,-,-,-,-
2002072738,Tuğran Karayaka,24,71 kg,175 cm,,-,TUR,English Premier League,Fulham,"€3,249,000 p/a",-,30/6/2037,"M (LC), AM (R), ST (C)","M (L), AM (R), ST (C)",13,874,88%,0.1,0.09,1.96,0.72,0.31,14%,0.21,33%,2.29,0.62,0.41,0.72,0.18,0,0.88,2.16,84%,0.31,0,0,2.88,18%,0.51,-,4.84,9.58,10.61,3.4,12.9km,2.57,7.21,-,-,-,-,-,-,-
61074080,Allan Campbell,34,71 kg,174 cm,,-,SCO,English Premier League,Cardiff,"€3,214,000 p/a",-,30/6/2033,"DM, M/AM (C)","DM, AM (C)",5,607,87%,-,0.07,2.67,0.74,0.44,0%,0,20%,0.58,0.44,0.15,0.59,0.06,0,0.48,4.45,81%,0.89,0,0.15,3.86,27%,1.04,0.44,7.27,6.97,14.53,0.3,14.1km,3.41,16.46,-,-,-,-,-,-,-
14134258,Nahuel Bustos,34,68 kg,176 cm,,-,ARG,Argentine Primera División,Talleres,"€820,000 p/a",-,31/12/2034,"AM (RLC), ST (C)",AM (LC),15,"1,262",89%,0.14,0.22,1.64,1.43,0.64,24%,0.5,14%,0.33,1.07,0.29,1,0.26,0,3.09,1.35,79%,0.36,0.07,0,5.21,23%,1.21,-,2.78,10.77,7.27,0.86,13.2km,1.35,8.13,-,-,-,-,-,-,-
2002073880,Luca Cossu,24,73 kg,177 cm,,-,ITA,Bundesliga,Borussia Dortmund,"€8,118,000 p/a",-,30/6/2036,"M (LC), AM (L)",M (LC),11,"1,577",86%,0.23,0.27,3.37,1.71,0.68,17%,0.97,21%,4.45,1.31,0.51,1.6,0.26,0,4.79,2.57,82%,0.34,0,0,3.71,12%,0.46,0.23,6.68,15.64,14.67,4.97,14.1km,3.99,15.52,-,-,-,-,-,-,-
37076232,Oussama El Azzouzi,31,78 kg,189 cm,,-,MAR,Jupiler Pro League,Club Brugge,"€785,000 p/a",-,30/6/2035,"D (C), DM, M (C)",D (C),35,"3,147",84%,0.06,0.16,2.4,0.54,0.14,36%,0.11,7%,-2.97,0.31,0.09,0.29,0.17,0,5.57,2.17,93%,0.31,0.06,0.2,2.06,57%,1.17,0.17,7.29,4.63,4.66,0.49,6.5km,1.52,5.83,-,-,-,-,-,-,-
83228739,Félix Correia,32,66 kg,178 cm,,-,POR,Serie A,Udinese,"€3,549,000 p/a",-,30/6/2034,M/AM (RL),M (RL),37,"2,779",86%,0.19,0.11,1.59,0.68,0.29,17%,0.26,17%,0.95,0.62,0.19,0.49,0.16,0,3.39,3.27,78%,0.62,0.03,0.03,3.27,21%,0.68,0.19,6.19,12.82,10.01,3.66,12.7km,3.27,14.35,-,-,-,-,-,-,-
2002143750,Martín Díaz,21,77 kg,184 cm,,-,URU,English Premier League,Middlesbrough,"€1,793,000 p/a",-,30/6/2036,"AM (RC), ST (C)",AM (RC),37,"3,054",82%,0.03,0.05,1.21,0.65,0.12,7%,0.12,7%,-5.25,0.83,0.15,0.85,0.3,1,1.83,1,64%,0.38,0,0.09,6.39,41%,2.59,0.15,3.92,8.37,6.72,1.77,12.4km,1.53,5.42,-,-,-,-,-,-,-
2000265865,Rodrigo Mora,26,81 kg,180 cm,,-,POR,Liga Portugal Bwin,Vitória,"€3,457,000 p/a",-,30/6/2036,"M (LC), AM (RLC)","M (LC), AM (R)",37,"2,895",86%,0.28,0.19,3.82,1.31,0.68,12%,0.28,16%,0.23,1.12,0.34,1.12,0.29,0,6.27,1.8,89%,0.37,0,0.06,3.39,33%,1.12,0.22,5.94,12.75,10.01,3.92,13.0km,3.98,13.06,-,-,-,-,-,-,-
2000029892,Tjaš Begić,29,72 kg,175 cm,,-,SVN,Eredivisie,N.E.C. Nijmegen,"€373,000 p/a",-,30/6/2035,"M (L), AM (RL)","M (L), AM (R)",31,"2,272",86%,0.16,0.07,3.25,0.48,0.24,15%,0.24,5%,-1.54,0.36,0.04,0.36,0.1,0,1.77,2.38,86%,0.79,0.08,0.04,2.38,22%,0.51,0.2,6.73,14.5,9.39,3.68,12.9km,4.52,19.33,-,-,-,-,-,-,-
67277675,Joan García,32,79 kg,181 cm,,-,ESP,LaLiga EA SPORTS,Real Sociedad,"€1,814,000 p/a",-,30/6/2034,GK,-,51,"4,590",98%,-,0,0.16,0,-,-,-,-,0,-,-,-,0,2,0,0,0%,1.06,0,0,-,-,-,-,6.55,1,0,-,5.5km,0,0,25,42,67,-0.12,1.14,82%,74%
2002072349,Reece Strang,25,76 kg,181 cm,,-,SCO,English Premier League,Newcastle Utd,"€5,770,000 p/a",-,30/6/2037,D (C),-,33,"2,729",93%,0.07,0.12,5.9,0.69,0.26,0%,0,9%,0.13,0.36,0.07,0.4,0.06,2,3.55,1.22,84%,0.66,0.23,0.56,4.62,57%,2.64,0.36,9.56,6.13,10.85,0.53,12.9km,0.69,3.63,-,-,-,-,-,-,-
83333463,Rodrigo Gomes,29,69 kg,175 cm,,-,POR,Bundesliga,Eintracht Frankfurt,"€4,565,000 p/a",-,30/6/2034,D/WB/M/AM (R),D (R),3,645,84%,0.28,0.29,2.65,1.4,0.42,13%,0.42,13%,0.79,0.7,0.28,1.4,0.17,0,2.1,4.05,83%,0.84,0.14,0,4.74,12%,0.56,0.14,5.86,13.81,12.14,3.77,14.1km,3.77,14.51,-,-,-,-,-,-,-
89069855,Fred-Werner Klöppner,24,72 kg,176 cm,,-,GER,LaLiga EA SPORTS,Real Madrid,"€8,161,000 p/a",-,30/6/2035,D/WB/M (R),M (R),42,"3,068",90%,0.21,0.18,6.72,1.5,0.59,19%,0.7,-,-3.5,0.38,-,0.23,0.1,0,5.98,2.52,81%,0.79,0.09,0.09,4.31,52%,2.26,0.62,11.18,10.21,16.28,2.26,13.5km,3.34,10.21,-,-,-,-,-,-,-
29174249,Ben Wilmot,33,74 kg,188 cm,,-,IRL,English Premier League,Stoke,"€3,837,000 p/a",-,30/6/2033,"D (RC), DM","D (R), DM",4,572,91%,-,0.03,5.35,0.31,-,0%,0,-,-0.12,0.16,-,0.31,0.02,0,0.16,3.62,85%,0.79,0.47,0,4.88,68%,3.3,1.1,9.91,5.82,7.55,0.94,12.9km,2.2,8.02,-,-,-,-,-,-,-
2002133182,Serkan Yavuz,22,80 kg,188 cm,,-,TUR,English Premier League,West Ham,"€3,909,000 p/a",-,30/6/2037,"D (RC), WB (R)",D/WB (R),6,959,89%,0.09,0.05,4.5,0.56,0.19,0%,0,-,-0.25,0.38,-,0.47,0.02,0,0.5,2.25,86%,1.5,0.47,0.75,6.38,72%,4.6,0.28,13.61,7.79,4.5,0.66,12.2km,1.22,4.22,-,-,-,-,-,-,-
14222117,Elías Cabrera,30,68 kg,172 cm,,-,ARG,Argentine Primera División,Vélez,"€1,699,000 p/a",-,31/12/2034,"DM, M (C), AM (LC)","DM, AM (L)",20,"1,873",88%,0.29,0.27,6.2,1.73,0.58,26%,0.34,6%,-2.03,1.11,0.14,1.63,0.24,1,5.56,2.4,74%,0.43,0.1,0.24,2.93,34%,1.01,0.43,7.98,10.86,7.3,1.15,13.3km,4.18,15.86,-,-,-,-,-,-,-
14118083,Nicolás Thaller,34,83 kg,185 cm,,-,ARG,Argentine Primera División,Racing Club,"€833,000 p/a",€40.5K,31/12/2033,D (C),-,4,515,90%,-,0.06,6.29,0.52,-,100%,0.17,-,-0.01,0,-,0,0,0,0.33,1.4,80%,0.87,0.35,0.7,6.99,70%,4.89,0.7,11.18,6.64,4.37,-,11.5km,1.4,3.5,-,-,-,-,-,-,-
2000167416,Yonatan Laish,29,91 kg,196 cm,,-,ISR,Bundesliga,VfL Bochum,"€2,456,000 p/a",-,30/6/2036,D (C),-,30,"2,486",88%,-,0.04,2.39,0.07,0.04,-,0,20%,0.82,0.11,0.04,0,0.01,1,1.09,1.27,88%,1.77,0.22,1.34,7.1,77%,5.43,0.65,9.23,5.76,4.42,-,10.8km,0.98,3.15,-,-,-,-,-,-,-
2002121488,Percy Navarrete,23,90 kg,196 cm,,Pulled groin,PER,Ligue 1 Uber Eats,PSG,"€4,333,000 p/a",-,30/6/2037,"DM, M (RC), AM (C)","M (R), AM (C)",17,"1,849",89%,0.24,0.23,8.18,1.75,0.83,33%,0.19,3%,-2.67,0.58,0.05,0.83,0.18,0,4.75,2.09,69%,0.63,0.05,0.49,4.53,74%,3.36,0.39,11.34,10.22,11.88,0.83,14.1km,3.46,10.56,-,-,-,-,-,-,-
2000015458,Chris Brady,29,78 kg,191 cm,,-,USA,English Premier League,West Ham,"€3,366,000 p/a",-,30/6/2035,GK,-,8,720,60%,-,0.06,0.38,0,-,-,-,-,0,-,-,-,0,1,0.48,-,-,7.12,0,0,-,-,-,-,3.75,11.12,0,-,4.6km,0,0,5,18,9,0.14,1.38,82%,76%
2000206497,Deivid Washington,27,79 kg,184 cm,,-,BRA,Ligue 1 Uber Eats,Lille,"€4,475,000 p/a",-,30/6/2035,"AM (RL), ST (C)",AM (RL),2,562,79%,-,0.09,0.8,0.64,0.16,0%,0,22%,0.31,0.64,0.32,0.16,0.27,0,0.57,1.28,67%,0.32,0,0,9.77,31%,3.04,-,3.68,8.97,5.44,1.6,13.3km,2.08,7.21,-,-,-,-,-,-,-
91178616,Robert Voloder,32,80 kg,185 cm,,-,GER,Bundesliga,Augsburg,"€1,631,000 p/a",-,30/6/2034,"D (C), DM",DM,7,911,89%,0.1,0.01,2.57,0.2,-,0%,0,33%,0.23,0.1,0.1,0,0.08,0,0.12,1.28,87%,1.38,0.2,0.49,4.54,50%,2.27,1.28,8.89,5.04,4.84,0.1,11.6km,0.89,3.95,-,-,-,-,-,-,-
2000017415,Alessandro Circati,29,84 kg,190 cm,,-,AUS,LaLiga EA SPORTS,CA Osasuna,"€1,560,000 p/a",-,30/6/2035,D (RC),D (R),37,"2,938",89%,0.03,0.04,5.48,0.46,0.12,12%,0.09,8%,-0.05,0.46,0.06,0.03,0.06,1,1.41,2.11,76%,1.1,0.37,1.23,7.96,63%,5.05,0.77,13.51,6.52,7.54,0.28,12.6km,2.24,6.1,-,-,-,-,-,-,-
2002073603,Jordan Thompson,25,74 kg,178 cm,,-,IRL,English Premier League,Middlesbrough,"€5,243,000 p/a",-,30/6/2036,M/AM (C),-,30,"2,331",82%,0.12,0.13,2.86,0.69,0.42,15%,0.04,5%,-1.51,1.04,0.12,1.62,0.17,1,3.31,2.47,81%,0.58,0.15,0,2.55,11%,0.27,0.19,6.37,11.74,12.47,1.81,13.9km,2.74,10.23,-,-,-,-,-,-,-
2002121736,Valber Ordenes,21,67 kg,173 cm,,-,CHI,English Premier League,Burnley,"€943,000 p/a",-,30/6/2037,"M (RL), AM (RLC)","M (RL), AM (LC)",12,957,86%,0.09,0.14,2.82,0.66,0.47,16%,0.47,-,-1.32,0.38,-,0.28,0.12,0,1.51,2.92,79%,0.28,0,0,3.39,11%,0.38,0.28,8.46,15.24,14.76,4.42,13.5km,3.67,15.42,-,-,-,-,-,-,-
2002142981,Konstantin Malsagov,22,81 kg,188 cm,,-,UKR,English Premier League,Burnley,"€6,831,000 p/a",-,30/6/2038,"D (C), DM, M/AM (C), ST (C)","D (C), DM, AM (C), ST (C)",32,"2,647",89%,0.07,0.05,4.76,0.58,0.1,0%,0,13%,0.12,0.27,0.07,0.17,0.06,0,1.47,1.97,73%,0.54,0.2,0.51,4.39,60%,2.65,0.71,8.4,7.17,7.17,0.24,12.6km,2.35,9.79,-,-,-,-,-,-,-
37084821,Kevin Moreira,24,77 kg,182 cm,,-,POR,Bundesliga,Leverkusen,"€3,610,000 p/a",-,30/6/2037,"D (RL), WB/AM (L)","D (R), WB/AM (L)",37,"3,292",92%,0.05,0.05,8.97,0.63,0.19,14%,0.11,7%,-0.17,0.11,0.03,0.19,0.03,1,1.84,3.8,83%,0.98,0.16,0.22,4.57,54%,2.49,0.77,11.65,7.57,7.41,1.04,13.0km,2.3,9.62,-,-,-,-,-,-,-
83320134,Žan Jevšenak,30,80 kg,191 cm,,-,SVN,Liga Portugal Bwin,Estrela,"€436,000 p/a",-,30/6/2035,"D (C), DM, M (C)",D (C),32,"2,813",88%,0.03,0.08,4.03,0.7,0.32,10%,0.03,6%,-0.13,0.32,0.06,0.54,0.07,0,2.64,2.72,76%,0.93,0.06,0.38,3.78,69%,2.62,0.42,8.89,8.35,7.2,0.67,12.6km,3.36,13.57,-,-,-,-,-,-,-
2000087434,Isaac Babadi,28,74 kg,180 cm,,Tight achilles,NED,Serie A,Monza,"€8,812,000 p/a",-,30/6/2036,M/AM (RLC),M/AM (RL),42,"3,336",86%,0.16,0.18,3.83,1.35,0.57,20%,0.19,14%,-0.1,0.7,0.19,0.62,0.19,0,6.66,1.81,77%,0.65,0.05,0.08,3.02,39%,1.19,0.27,6.31,12.28,9.09,2.35,13.2km,3.7,14.35,-,-,-,-,-,-,-
2002120197,Sergio Sarmiento,21,84 kg,188 cm,,-,COL,English Premier League,Fulham,"€2,450,000 p/a",-,30/6/2037,"D (RC), WB (R)",D/WB (R),29,"2,596",91%,0.03,0.03,4.44,0.28,0.07,20%,0.03,-,-0.69,0.21,-,0.07,0.02,1,0.96,1.84,84%,2.11,0.28,0.52,5.17,64%,3.29,0.94,9.98,6.59,5.1,0.28,12.1km,1.42,4.02,-,-,-,-,-,-,-
2000051886,Rafa Marín,31,78 kg,190 cm,,-,ESP,English Premier League,Stoke,"€2,173,000 p/a",-,30/6/2035,D (C),-,41,"3,524",93%,0.03,0.03,4.11,0.13,0.05,0%,0,13%,0.29,0.2,0.05,0.05,0.04,2,0.99,1.48,75%,1.53,0.33,0.66,5.29,80%,4.21,0.66,9.55,4.32,4.83,0.05,11.2km,1.35,3.6,-,-,-,-,-,-,-
57147792,Adrian Şut,34,74 kg,186 cm,,Tight calf,ROU,Serie A,Ascoli,"€618,000 p/a",€9K,30/6/2033,"DM, M (C)",M (C),18,"1,416",93%,-,0.03,3.62,0.44,0.13,-,0,10%,0.57,0.19,0.06,0.51,0.03,0,0.49,1.53,63%,0.64,0.13,0,0.95,40%,0.38,-,5.66,5.53,6.23,0.13,12.4km,1.91,7.25,-,-,-,-,-,-,-
2000243617,Seydou Sano,28,88 kg,194 cm,,-,SEN,Serie A,Atalanta,"€4,401,000 p/a",-,30/6/2036,D (C),-,20,"2,227",94%,-,0.05,5.94,0.32,0.08,-,0,7%,-0.63,0.16,0.04,0.04,0.07,0,1.21,1.94,83%,0.81,0.4,1.09,5.62,89%,5.01,0.77,12.45,4.65,3.23,-,11.5km,1.05,4.36,-,-,-,-,-,-,-
2002127303,Diego Coronel,23,80 kg,188 cm,,-,ARG,Serie A,Inter,"€2,523,000 p/a",-,30/6/2036,D (RLC),D (RL),19,"2,358",93%,-,0.05,6.87,0.11,0.04,13%,0.04,-,-0.51,0.31,-,0.04,0.02,0,1.32,1.3,77%,1.11,0.19,0.65,5.8,72%,4.2,0.31,11.53,5.99,5.34,0.31,11.6km,1.56,4.31,-,-,-,-,-,-,-
