UID,Name,Age,Weight,Height,WR,Rc Injury,Nat,Division,Club,Wage,Asking Price,Expires,Position,Sec. Position,Starts,Mins,Pas %,Asts/90,xA/90,Pr passes/90,OP-KP/90,Ch C/90,OP-Cr %,OP-Crs C/90,Conv %,xG-OP,ShT/90,Gls/90,Shots Outside Box/90,NP-xG/90,Gl Mst,xA,Tck/90,Tck R,Clr/90,K Tck/90,K Hdrs/90,Aer A/90,Hdr %,Hdrs W/90,Blk/90,Poss Won/90,Poss Lost/90,Sprints/90,Drb/90,Dist/90,Pres C/90,Pres A/90,Svt,Svp,Svh,xGP/90,Con/90,xSv %,Sv %
2002075056,Corrado Maghini,23,75 kg,181 cm,,Tight hamstring,ITA,Serie A,Spezia,"$1,060,000 p/a",-,30/6/2035,"M (LC), AM (L)",AM (L),7,708,86%,0.25,0.36,2.92,1.53,0.64,29%,0.38,19%,0.08,0.76,0.38,1.02,0.37,0,2.86,2.92,82%,1.4,0,0.13,4.19,39%,1.65,-,9.03,9.92,9.03,2.29,14.2km,4.07,17.29,-,-,-,-,-,-,-
2000136420,Victor Eletu,27,74 kg,180 cm,,-,NGA,Serie A,Napoli,"$11,179,000 p/a",-,30/6/2035,"DM, M (C)",-,36,"2,700",89%,0.1,0.11,6.37,1.1,0.37,41%,0.37,8%,-1.78,0.73,0.13,0.97,0.19,1,3.4,2.7,74%,0.4,0.1,0.27,3.63,51%,1.87,0.3,9.33,8.3,12.7,1.47,13.2km,3.83,12.6,-,-,-,-,-,-,-
2002133750,Giacomo Quaranta,21,71 kg,180 cm,,-,ITA,Serie A,Hellas Verona,"$1,045,000 p/a",-,30/6/2035,"AM (RL), ST (C)",AM (R),15,"1,303",88%,0.28,0.12,1.04,0.97,0.21,29%,0.35,8%,-3.38,0.9,0.14,0.62,0.32,0,1.78,0.83,75%,0.21,0.07,0.14,4.97,22%,1.11,-,2.97,8.22,5.53,1.52,11.9km,1.17,5.66,-,-,-,-,-,-,-
43272105,Michele Collocolo,32,78 kg,188 cm,,Pulled calf muscle,ITA,Serie A,Hellas Verona,"$1,721,000 p/a",-,30/6/2033,"DM, M (C)",-,19,"2,046",90%,0.09,0.13,4.35,0.88,0.48,29%,0.18,14%,0.69,0.66,0.22,0.53,0.15,2,2.9,2.6,78%,0.79,0,0.44,4.13,55%,2.29,0.31,9.77,8.36,11.88,1.67,13.7km,3.34,10.38,-,-,-,-,-,-,-
2002134335,Angelo Beggi,21,80 kg,185 cm,,-,ITA,Serie A,Genoa,"$601,000 p/a",-,30/6/2036,"DM, M/AM (C)",M/AM (C),6,706,87%,0.13,0.07,5.23,0.76,0.25,0%,0,-,-0.62,0.38,-,0.38,0.08,0,0.58,2.29,64%,1.27,0,0.13,3.19,56%,1.78,0.64,8.29,9.69,11.47,0.76,13.5km,2.42,11.09,-,-,-,-,-,-,-
61093823,Josh Doig,30,70 kg,189 cm,,-,SCO,Serie A,Juventus,"$12,887,000 p/a",$44.5M,30/6/2033,"D (LC), WB (L)",D (C),21,"2,081",91%,0.04,0.08,6.7,0.65,0.22,22%,0.35,-,-1.86,0.43,-,0.17,0.08,2,1.92,3.76,81%,0.61,0.13,0.43,5.84,75%,4.37,0.65,13.84,7.53,10.21,1.17,13.4km,2.21,7.27,-,-,-,-,-,-,-
43202417,Alberto Dossena,33,76 kg,188 cm,,-,ITA,Serie A,Cagliari,"$1,727,000 p/a",-,30/6/2033,D (C),-,35,"3,221",92%,-,0.02,4.16,0.03,-,0%,0,-,-0.6,0.11,-,0.06,0.02,0,0.69,1.01,84%,1.26,0.36,1.43,6.04,80%,4.83,0.39,9.78,5.78,2.6,0.06,10.7km,1.03,3.05,-,-,-,-,-,-,-
43280475,Alessio Zerbin,33,75 kg,182 cm,,-,ITA,Serie A,Bologna,"$2,901,000 p/a",-,30/6/2033,"M/AM (RL), ST (C)","M (L), ST (C)",30,"2,533",83%,0.18,0.16,4.09,0.82,0.46,13%,0.57,11%,-0.87,0.39,0.11,0.32,0.14,1,4.5,2.74,84%,0.57,0.07,0.04,4.41,42%,1.85,0.25,9.42,13.22,13.68,2.24,13.9km,3.94,16.17,-,-,-,-,-,-,-
43391796,Francesco Donati,31,76 kg,184 cm,,-,ITA,Serie A,Genoa,"$1,035,000 p/a",-,30/6/2034,D/WB (R),-,13,"1,013",85%,0.18,0.12,6.4,0.71,0.18,4%,0.18,-,-0.38,0.27,-,0.18,0.03,0,1.4,3.2,71%,1.42,0.27,0.27,2.93,55%,1.6,0.71,10.22,14.75,15.9,2.31,14.0km,3.73,13.86,-,-,-,-,-,-,-
2002123801,Jacopo Gramaccia,22,78 kg,181 cm,,-,ITA,Serie A,Sassuolo,"$1,747,000 p/a",-,30/6/2035,"DM, M (C)",M (C),23,"2,118",94%,-,0.02,4.89,0.25,0.04,0%,0,-,-0.42,0.04,-,0.25,0.02,1,0.54,1.78,68%,0.85,0.08,0.25,2.68,43%,1.15,0.34,6.03,4.33,3.99,0.08,13.2km,2.51,7.99,-,-,-,-,-,-,-
2002122909,Maxim Ramazanov,23,78 kg,183 cm,,-,RUS,Serie A,A.C. Milan,"$5,296,000 p/a",-,30/6/2037,"DM, M (C)",M (C),17,"1,907",89%,0.14,0.14,6.18,1.56,0.33,38%,0.14,-,-1.75,0.47,-,0.33,0.08,0,3.06,1.98,76%,0.33,0,0.14,5.1,55%,2.78,0.28,9.86,7.03,10.01,0.57,13.5km,3.82,11.47,-,-,-,-,-,-,-
2002145204,Stanley Ndaba,20,85 kg,192 cm,,-,RSA,Serie A,Inter,"$2,247,000 p/a",-,30/6/2036,"DM, M/AM (RC)","DM, M (R), AM (RC)",8,"1,219",88%,0.3,0.31,5.61,1.48,0.74,27%,0.3,9%,-0.37,0.96,0.22,1.48,0.25,0,4.15,2.29,72%,0.74,0,0.15,4.87,68%,3.32,0.07,7.97,11,11.59,1.03,14.0km,2.95,10.71,-,-,-,-,-,-,-
2002124163,Denis Zsigmond,22,77 kg,181 cm,,-,ROU,Serie A,Bologna,"$1,798,000 p/a",-,30/6/2036,WB/M/AM (R),-,8,758,81%,0.12,0.13,3.8,0.59,0.36,8%,0.36,25%,0.93,0.36,0.24,0.36,0.13,0,1.12,2.49,78%,1.31,0.12,0.12,4.63,33%,1.54,0.47,7.96,14.13,16.74,1.9,14.0km,2.49,14.37,-,-,-,-,-,-,-
2000061580,Jordhy Thompson,27,62 kg,170 cm,,-,CHI,Serie A,Sassuolo,"$2,657,000 p/a",-,30/6/2036,"M (R), AM (RL)",AM (L),13,"1,303",84%,0.21,0.19,3.52,1.24,0.48,15%,0.28,19%,0.6,0.76,0.21,0.41,0.17,0,2.73,2.97,83%,1.04,0.07,0,2.97,5%,0.14,0.48,6.77,14.99,14.57,5.18,13.5km,3.52,13.54,-,-,-,-,-,-,-
2002126889,Adrian Barbu,22,79 kg,183 cm,,-,ROU,Serie A,Bologna,"$1,177,000 p/a",-,30/6/2036,"AM (R), ST (C)",AM (R),9,"1,138",80%,0.08,0.08,1.11,0.55,0.4,40%,0.32,27%,2.29,0.95,0.47,0.4,0.23,0,1.07,1.03,65%,0.63,0,0.08,10.2,30%,3.08,0.24,3.48,9.25,6.09,0.32,12.8km,1.9,7.75,-,-,-,-,-,-,-
43134973,Ionuţ Radu,35,68 kg,188 cm,,-,ROU,Serie A,Torino,"$2,490,000 p/a",$275K,30/6/2033,GK,-,37,"3,330",77%,-,0.01,0.51,0,-,-,-,-,0,-,-,-,0,1,0.19,0.03,20%,5.95,0,0,-,-,-,-,4.35,8.27,0.14,-,6.2km,0,0,17,40,51,-0.29,1.76,81%,65%
29174451,Dennis Politic,32,78 kg,185 cm,,-,ROU,Serie A,Hellas Verona,"$1,406,000 p/a",$3.1M,30/6/2033,"AM (RLC), ST (C)","AM (C), ST (C)",8,"1,274",86%,-,0.21,2.54,0.99,0.78,26%,0.71,4%,-1.55,0.49,0.07,0.78,0.18,0,2.94,2.68,75%,0.71,0,0.14,4.03,32%,1.27,0.42,5.51,16.6,12.43,3.04,13.4km,3.53,13.99,-,-,-,-,-,-,-
52085051,Kofi Balmer,31,80 kg,183 cm,,-,NIR,Serie A,Fiorentina,"$1,299,000 p/a",-,30/6/2034,"D (RC), DM","D (R), DM",6,686,92%,0.13,0.18,5.77,0.79,0.26,40%,0.26,-,-0.17,0.39,-,0,0.02,1,1.37,2.23,77%,1.05,0.39,0.66,6.43,65%,4.2,0.79,9.58,5.12,5.51,-,12.3km,2.1,5.77,-,-,-,-,-,-,-
2000032231,Luka Romero,27,75 kg,165 cm,,Tight groin,ARG,Serie A,Lazio,"$7,695,000 p/a",-,30/6/2036,"M (R), AM (RLC)","M (R), AM (L)",37,"3,090",84%,0.2,0.18,3.7,1.25,0.55,18%,0.61,15%,0.83,0.7,0.23,0.7,0.21,1,6.29,2.3,81%,0.61,0.03,0,3.38,11%,0.38,0.23,6.67,14.88,15.64,3.2,13.4km,3.61,15.2,-,-,-,-,-,-,-
2002103144,Guerino Scotti,23,75 kg,179 cm,,-,ITA,Serie A,Empoli,"$938,000 p/a",-,30/6/2036,"AM (RC), ST (C)",AM (C),7,945,86%,0.1,0.11,2.38,0.76,0.29,6%,0.19,8%,0.05,0.38,0.1,0.38,0.09,0,1.19,2.1,85%,0.48,0,0,6,17%,1.05,0.19,5.43,12.48,11.62,2.57,13.9km,2.67,13.71,-,-,-,-,-,-,-
2002073404,Beniamino Guerrini,23,73 kg,177 cm,,Hamstring strain,ITA,Serie A,Spezia,"$1,754,000 p/a",-,30/6/2036,"D/WB/AM (R), ST (C)","WB/AM (R), ST (C)",12,"1,130",86%,-,0.07,3.74,0.48,0.08,9%,0.16,-,-0.14,0.16,-,0.16,0.01,0,0.89,5.1,85%,2.23,0.48,0.08,2.55,38%,0.96,0.64,10.67,9.56,12.98,1.27,13.1km,3.98,11.87,-,-,-,-,-,-,-
53138885,Erik Botheim,32,69 kg,183 cm,,-,NOR,Serie A,Bologna,"$3,466,000 p/a",-,30/6/2034,"AM (RLC), ST (C)",AM (R),30,"2,372",82%,0.04,0.11,1.67,0.87,0.3,28%,0.19,20%,2,0.65,0.34,0.46,0.27,0,2.99,1.06,78%,0.23,0.04,0.23,9.9,41%,4.02,0.23,4.67,9.49,6.3,1.71,12.5km,2.09,7.97,-,-,-,-,-,-,-
48043476,Yahia Fofana,31,88 kg,194 cm,,-,CIV,Serie A,Roma,"$3,471,000 p/a",-,30/6/2035,GK,-,33,"2,970",96%,-,0,0.12,0,-,-,-,-,0,-,-,-,0,0,0,0.03,33%,0.97,0,0,-,-,-,-,4.91,1.67,0.03,-,6.4km,0,0,20,47,32,0.19,0.88,84%,81%
2000103118,Kevin Zeroli,27,80 kg,187 cm,,-,ITA,Serie A,Lecce,"$1,021,000 p/a",-,30/6/2035,"DM, M (C)",-,20,"1,521",88%,0.06,0.04,5.21,0.47,0.12,0%,0,12%,0.35,0.24,0.12,0.65,0.1,0,0.66,1.6,71%,1.07,0.18,0.83,4.14,66%,2.72,0.47,8.88,9.35,8.64,1.12,13.3km,2.43,12.49,-,-,-,-,-,-,-
83257795,Leonardo Lelo,32,70 kg,175 cm,,-,ITA,Serie A,Bologna,"$2,953,000 p/a",-,30/6/2033,D/WB/M (L),-,33,"2,890",87%,0.12,0.14,5.14,1.06,0.34,12%,0.44,7%,-1.04,0.12,0.03,0.31,0.04,0,4.57,3.58,82%,1.09,0.28,0.12,4.02,37%,1.49,0.78,11.99,11.77,18.47,1.56,14.0km,3.77,11.71,-,-,-,-,-,-,-
83209467,Famana Quizera,30,70 kg,172 cm,,-,GNB,Serie A,Cagliari,"$2,277,000 p/a",-,30/6/2035,"DM, M (C), AM (RLC)",DM,33,"2,986",86%,0.15,0.15,3.04,0.78,0.51,18%,0.27,10%,-0.42,0.48,0.12,0.72,0.13,1,5.07,2.59,79%,0.81,0.03,0,2.95,17%,0.51,0.33,6.42,11.88,11.03,1.39,13.1km,3.23,12.63,-,-,-,-,-,-,-
49048598,Josué Casimir,30,73 kg,178 cm,,-,GLP,Serie A,Spezia,"$1,667,000 p/a",-,30/6/2034,"WB (R), M/AM (RL)","WB (R), M/AM (L)",27,"2,083",83%,-,0.06,1.77,0.78,0.13,10%,0.39,8%,-0.28,0.3,0.09,0.6,0.1,1,1.45,3.98,80%,1.08,0.04,0,4.8,25%,1.21,0.39,7.69,13.61,12.75,3.41,13.2km,3.67,16.94,-,-,-,-,-,-,-
2002135433,Andrea De Cesare,22,60 kg,160 cm,,-,ITA,Serie A,Hellas Verona,"$2,067,000 p/a",-,30/6/2036,"M (R), AM (RC)",AM (C),32,"2,694",87%,0.13,0.19,2.91,1.07,0.37,18%,0.63,5%,-0.98,0.3,0.03,0.4,0.07,0,5.59,2.47,73%,0.87,0.03,0,3.11,16%,0.5,0.3,6.61,16.1,13.8,3.41,13.0km,4.24,16.54,-,-,-,-,-,-,-
2000269083,Christian Garofalo,25,79 kg,187 cm,,-,ITA,Serie A,Lecce,"$279,000 p/a",-,30/6/2032,D (LC),D (L),3,448,95%,-,0.07,4.82,0.2,-,-,0,-,-0.02,0,-,0.2,0,1,0.36,2.41,63%,4.42,0.8,0.4,4.02,65%,2.61,0.2,7.43,4.62,3.42,0.2,11.9km,0.2,3.82,-,-,-,-,-,-,-
49060803,Salis Abdul Samed,32,68 kg,179 cm,,-,GHA,Serie A,Juventus,"$8,356,000 p/a",-,30/6/2032,"DM, M (C)",-,7,805,90%,0.22,0.24,6.26,2.01,0.67,43%,0.34,9%,-0.77,0.45,0.11,0.45,0.2,0,2.17,3.13,82%,0.67,0,0,3.13,54%,1.68,0.45,8.39,8.94,15.32,0.34,14.1km,2.57,11.52,-,-,-,-,-,-,-
43500623,Edoardo Pieragnolo,29,75 kg,178 cm,,-,ITA,Serie A,Spezia,"$2,966,000 p/a",-,30/6/2035,D/WB (L),-,34,"2,785",87%,0.1,0.11,5.59,0.97,0.29,14%,0.48,22%,1.25,0.13,0.06,0.19,0.02,0,3.27,4.04,89%,1.62,0.19,0.19,2.78,53%,1.49,0.68,13.48,9.34,13.22,1.55,12.8km,3.68,12.12,-,-,-,-,-,-,-
29194724,Antoine Semenyo,32,62 kg,178 cm,,-,GHA,Serie A,Cremonese,"$2,269,000 p/a",-,30/6/2033,"AM (RL), ST (C)",-,29,"2,469",86%,0.04,0.07,1.39,0.4,0.18,6%,0.11,40%,6.47,0.77,0.51,0.66,0.27,0,1.88,1.71,69%,0.51,0,0.04,6.71,15%,0.98,0.15,5.25,9.88,7.65,2.26,12.7km,2.26,10.75,-,-,-,-,-,-,-
19351985,Natan,31,91 kg,188 cm,,-,BRA,Serie A,Napoli,"$15,539,000 p/a",-,30/6/2034,D (C),-,37,"3,180",94%,0.03,0.04,4.95,0.28,0.08,-,0,-,-2.01,0.28,-,0,0.06,1,1.39,1.13,66%,1.13,0.31,0.57,6.31,66%,4.19,0.59,11.29,3.85,4.95,0.06,11.4km,1.61,5.12,-,-,-,-,-,-,-
2000296035,Dakson,20,86 kg,196 cm,,-,BRA,Serie A,Hellas Verona,"$477,000 p/a",-,30/6/2036,GK,-,9,813,87%,-,0,0.11,0,-,-,-,-,0,-,-,-,0,0,0,-,-,2.66,0,0,-,-,-,-,5.2,3.21,0,-,5.7km,0,0,7,17,13,-0.15,1.77,85%,69%
2000096580,Felix Afena-Gyan,29,75 kg,175 cm,,-,GHA,Serie A,Frosinone,"$1,692,000 p/a",$1M,30/6/2035,"AM (RL), ST (C)",-,22,"1,648",84%,0.11,0.06,2.29,0.71,0.44,11%,0.44,-,-2.38,0.33,-,0.44,0.13,0,1.09,2.46,82%,1.04,0.11,0.11,6.01,32%,1.91,0.55,8.19,14.09,10.76,3.82,13.1km,3.77,14.42,-,-,-,-,-,-,-
2002162977,Marco Miranda,19,72 kg,179 cm,,-,ITA,Serie A,Torino,"$271,000 p/a",-,30/6/2035,"AM (R), ST (C)",AM (R),6,797,90%,0.11,0.11,1.24,0.68,0.34,15%,0.23,28%,2.48,1.02,0.56,1.02,0.28,0,0.96,2.26,80%,0.23,0,0,5.98,11%,0.68,0.23,4.74,8.47,8.7,3.73,13.0km,2.82,10.28,-,-,-,-,-,-,-
43500895,Mattia Zanotti,29,66 kg,177 cm,,-,ITA,Serie A,Frosinone,"$1,872,000 p/a",$1.9M,30/6/2035,D/WB/M (R),-,37,"3,210",86%,0.17,0.06,4.77,0.56,0.11,9%,0.25,-,-0.56,0.03,-,0.11,0.02,2,2.03,3.5,76%,1.35,0.2,0.14,2.97,28%,0.84,0.98,10.46,9.42,12.11,1.01,13.2km,3.31,11.97,-,-,-,-,-,-,-
92102718,Armel Bella-Kotchap,30,85 kg,190 cm,,-,GER,Serie A,Monza,"$6,226,000 p/a",$18M,30/6/2034,D (C),-,4,706,92%,-,0.01,6.5,0.25,-,-,0,25%,0.77,0.38,0.13,0.13,0.03,0,0.05,1.78,74%,0.89,0.13,1.27,6.88,70%,4.84,0.51,12.11,6.25,3.06,-,11.3km,1.15,3.06,-,-,-,-,-,-,-
2002126875,Mateo Rodríguez,22,80 kg,186 cm,,-,ESP,Serie A,Spezia,"$680,000 p/a",-,30/6/2035,M/AM (LC),"M (LC), AM (C)",9,863,79%,0.42,0.25,3.13,0.73,0.73,11%,0.1,8%,-0.42,0.42,0.1,0.73,0.15,0,2.39,4.07,87%,0.73,0,0.21,5.63,61%,3.44,0.31,9.28,13.56,11.78,2.5,13.2km,3.44,17.62,-,-,-,-,-,-,-
19381900,Rafael Navarro,32,84 kg,184 cm,,-,BRA,Serie A,Lecce,"$1,367,000 p/a",$700K,31/12/2032,"AM (RL), ST (C)",AM (RL),4,631,80%,-,0.04,1.28,0.57,0.14,0%,0,-,-2.01,0.71,-,0.86,0.29,0,0.25,1,64%,0.14,0,0,10.84,29%,3.14,0.14,3.71,9.13,6.42,1.28,13.1km,1.57,8.84,-,-,-,-,-,-,-
2000065418,Tim Breithaupt,30,73 kg,192 cm,,-,GER,Serie A,Roma,"$6,477,000 p/a",-,30/6/2035,"D (C), DM, M (C)",D (C),38,"2,953",90%,0.12,0.15,7.35,1.28,0.43,0%,0,13%,0.01,0.55,0.15,0.49,0.13,0,5.04,2.5,82%,0.88,0.09,0.64,5.55,64%,3.57,0.52,9.57,9.48,10.51,0.55,13.5km,3.38,11.89,-,-,-,-,-,-,-
2000021095,Chaka Traoré,27,78 kg,177 cm,,-,CIV,Serie A,Atalanta,"$2,125,000 p/a",-,30/6/2033,AM (RL),-,7,765,81%,-,0.14,3.41,1.06,0.35,8%,0.24,10%,-0.72,1.18,0.24,0.94,0.32,0,1.23,2.71,77%,0.71,0,0,4,6%,0.24,0.24,4.94,19.41,12.82,3.53,13.4km,2.94,12.35,-,-,-,-,-,-,-
53122155,Leo Østigård,32,79 kg,184 cm,,-,NOR,Serie A,Inter,"$6,120,000 p/a",-,30/6/2033,D (C),-,23,"2,289",95%,0.04,0.03,7.51,0.2,0.04,0%,0,8%,0.17,0.31,0.04,0.16,0.03,1,0.74,1.73,79%,0.75,0.31,0.43,5.66,60%,3.38,0.35,10.62,4.64,6.53,0.24,11.8km,1.3,3.5,-,-,-,-,-,-,-
2002126437,Antonio Accetta,22,82 kg,186 cm,,-,ITA,Serie A,Cremonese,"$948,000 p/a",-,30/6/2036,M/AM (LC),"M (L), AM (C)",7,795,85%,0.11,0.1,4.19,0.79,0.34,15%,0.23,10%,-0.18,0.45,0.11,0.45,0.13,0,0.92,3.17,68%,1.36,0,0.68,8.94,44%,3.96,0.23,8.15,9.17,13.36,1.58,13.4km,3.96,14.04,-,-,-,-,-,-,-
29237773,Leo Fuhr Hjelde,28,83 kg,188 cm,,-,NOR,Serie A,Hellas Verona,"$3,428,000 p/a",-,30/6/2035,D (LC),-,43,"3,582",93%,0.03,0.03,5.53,0.13,0.03,17%,0.03,5%,-0.27,0.2,0.03,0.08,0.03,2,1.34,1.76,78%,0.73,0.3,1.03,5.95,72%,4.3,0.63,12.89,6.08,4.8,0.48,11.7km,1.48,4.17,-,-,-,-,-,-,-
2002123661,Luca De Carolis,22,68 kg,170 cm,,-,ITA,Serie A,Atalanta,"$1,779,000 p/a",-,30/6/2034,"D (C), DM, M/AM (C)",D/M/AM (C),36,"3,049",91%,0.06,0.09,7.62,1,0.21,0%,0,-,-0.64,0.12,-,0.24,0.02,0,3.17,2.1,78%,0.59,0.12,0,1.62,40%,0.65,0.18,8.18,7.14,8.71,0.12,12.8km,2.51,9.86,-,-,-,-,-,-,-
43424638,Marco Bertini,29,68 kg,185 cm,,-,ITA,Serie A,Roma,"$4,456,000 p/a",-,30/6/2035,"DM, M (C)",-,36,"2,803",88%,0.22,0.19,3.56,1.22,0.51,24%,0.29,13%,-0.49,0.93,0.26,0.87,0.27,0,5.83,2.25,80%,0.71,0.22,0.55,4.78,53%,2.54,0.22,7.93,10.6,15.96,2.31,14.2km,2.92,11.46,-,-,-,-,-,-,-
91190772,Niklas Tauer,31,71 kg,183 cm,,Hamstring strain,GER,Serie A,Cagliari,"$2,288,000 p/a",-,30/6/2034,"D (RC), WB (R), DM, M (C)","D (RC), WB (R), M (C)",30,"2,665",92%,0.03,0.06,5.84,0.68,0.17,8%,0.07,-,-1.47,0.17,-,0.2,0.05,1,1.8,2.63,81%,0.74,0.14,0.34,3.61,63%,2.26,0.51,10.84,7.87,8.54,0.57,12.9km,2.4,10.57,-,-,-,-,-,-,-
2002133978,Gaetano Cappelli,22,76 kg,178 cm,,-,ITA,Serie A,Spezia,"$1,010,000 p/a",-,30/6/2035,"DM, M/AM (C)",AM (C),6,702,86%,0.13,0.08,2.18,1.03,-,22%,0.26,-,-0.45,0.26,-,0.51,0.06,0,0.6,3.33,74%,1.03,0,0,3.21,16%,0.51,0.26,7.05,10.38,6.79,0.64,13.2km,3.21,13.08,-,-,-,-,-,-,-
91172585,Kilian Ludewig,32,69 kg,175 cm,,-,GER,Serie A,Spezia,"$1,003,000 p/a",$600K,30/6/2033,"D (RL), WB/M (R), AM (RL)","D (L), M (R), AM (RL)",2,285,87%,-,0.18,5.05,0.63,0.63,11%,0.63,-,0,-,-,0,0,0,0.56,4.74,94%,4.42,0,0.32,4.42,43%,1.89,0.32,10.74,11.37,14.21,1.58,15.3km,3.47,10.74,-,-,-,-,-,-,-
2000133458,Rijad Smajić,28,82 kg,190 cm,,-,BIH,Serie A,Frosinone,"$696,000 p/a",-,30/6/2032,"D (C), DM",DM,2,669,89%,-,0.05,4.3,0.27,0.13,-,0,-,-0.13,0,-,0,0.02,1,0.35,1.08,89%,1.08,0.54,1.75,5.38,68%,3.63,0.81,6.59,5.65,3.09,-,11.4km,0.94,1.75,-,-,-,-,-,-,-
2002144554,Andrea Zaninetti,20,73 kg,179 cm,,-,ITA,Serie A,Empoli,"$1,786,000 p/a",-,30/6/2036,GK,-,38,"3,420",65%,0.03,0,0.92,0,-,-,-,-,0,-,-,-,0,2,0.05,0.03,50%,8.5,0.03,0,-,-,-,-,3.89,10.95,0.05,-,6.3km,0,0,26,53,62,0.01,1.29,83%,77%
67294886,Gabri Veiga,30,76 kg,184 cm,,-,ESP,Serie A,Napoli,"$5,158,000 p/a",-,30/6/2034,M/AM (C),-,13,"1,732",85%,0.1,0.15,5.82,1.14,0.42,14%,0.21,7%,-0.27,1.35,0.21,2.03,0.22,0,2.87,2.29,68%,0.47,0.16,0.1,4.16,51%,2.13,0.31,10.24,10.91,13.09,2.08,13.8km,4.16,14.5,-,-,-,-,-,-,-
53116125,Ola Solbakken,33,77 kg,186 cm,,-,NOR,Serie A,Roma,"$5,503,000 p/a",-,30/6/2032,"M (R), AM (RLC), ST (C)","M (R), AM (LC), ST (C)",9,775,84%,0.23,0.25,2.9,2.09,0.7,24%,0.58,21%,0.43,0.81,0.35,0.46,0.21,1,2.11,1.39,80%,0.81,0.12,0,3.37,45%,1.51,0.23,7.9,16.03,12.89,2.67,12.9km,3.83,15.1,-,-,-,-,-,-,-
2000165201,Francesco Furlan,24,81 kg,188 cm,,-,ITA,Serie A,Empoli,"$1,893,000 p/a",-,30/6/2036,"D (C), DM, M (C)",D (C),34,"2,907",86%,0.15,0.12,3.47,0.93,0.25,33%,0.12,13%,1.32,0.43,0.15,0.56,0.11,0,3.87,1.64,77%,0.71,0.15,0.74,5.14,62%,3.19,0.34,8.73,9.69,11.24,0.84,13.5km,3.03,12.66,-,-,-,-,-,-,-
2002075201,Rosario Moramarco,23,73 kg,177 cm,,-,ITA,Serie A,Lazio,"$4,262,000 p/a",-,30/6/2037,"DM, M (RC), AM (C)","M (R), AM (C)",39,"3,088",89%,0.03,0.13,5.92,1.22,0.29,29%,0.23,10%,0.03,0.47,0.12,0.73,0.12,2,4.48,1.78,69%,0.55,0.03,0.03,3.32,39%,1.28,0.32,7.9,8.51,13.84,0.93,13.8km,3.53,12.65,-,-,-,-,-,-,-
2002123931,Giacomo Sala,23,77 kg,182 cm,,-,ITA,Serie A,Juventus,"$844,000 p/a",$19M,30/6/2033,"AM (RL), ST (C)",AM (RL),11,"1,244",86%,0.14,0.13,2.24,0.94,0.58,12%,0.22,22%,1.27,1.16,0.58,0.94,0.49,0,1.86,1.74,71%,0.22,0,0,4.49,42%,1.88,-,4.49,10.27,9.26,1.59,13.1km,1.59,8.1,-,-,-,-,-,-,-
43424958,Christian Dalle Mura,30,78 kg,186 cm,,-,ITA,Serie A,Cagliari,"$843,000 p/a",-,30/6/2034,D (C),-,22,"1,825",91%,-,0.01,4.88,0.15,-,0%,0,9%,-0.48,0.3,0.05,0,0.07,1,0.14,1.73,76%,1.08,0.05,0.64,5.03,81%,4.09,0.69,10.85,6.02,3.4,0.1,10.8km,1.28,4.93,-,-,-,-,-,-,-
51063318,Diego Lainez,31,60 kg,168 cm,,-,MEX,Serie A,Monza,"$4,423,000 p/a",$4.4M,30/6/2033,"M (L), AM (RLC)",AM (RC),7,967,84%,0.28,0.25,4.75,1.4,0.47,26%,0.47,14%,0.02,0.56,0.19,0.47,0.18,1,2.64,3.26,76%,0.28,0,0,4.37,11%,0.47,0.74,9.12,14.43,19.54,4,14.2km,4.47,15.54,-,-,-,-,-,-,-
43424893,Lorenzo Colombo,30,74 kg,183 cm,,-,ITA,Serie A,Atalanta,"$6,244,000 p/a",-,30/6/2034,"AM (RL), ST (C)",AM (RL),35,"3,018",87%,0.03,0.1,0.98,0.75,0.3,26%,0.21,24%,4.34,0.98,0.39,0.57,0.23,0,3.24,1.34,70%,0.57,0,0.06,4.71,47%,2.21,0.12,4.38,11.39,6.56,1.43,12.6km,2.89,10.23,-,-,-,-,-,-,-
43390159,Federico Bonini,30,73 kg,185 cm,,-,ITA,Serie A,Spezia,"$549,000 p/a",-,30/6/2032,D (LC),-,7,921,86%,-,0.01,5.47,0.49,0.1,0%,0,-,-0.34,0.1,-,0.1,0.03,0,0.09,2.15,76%,2.64,0.1,0.49,4.5,67%,3.03,0.59,11.34,9.28,4.79,-,12.2km,1.95,7.62,-,-,-,-,-,-,-
2002131846,Tom,22,77 kg,185 cm,,-,BRA,Serie A,Cremonese,"$153,000 p/a",-,30/6/2032,"D (RLC), DM","D (R), DM",7,735,82%,-,0,2.82,0,-,-,0,-,0,-,-,0,0,0,0,1.47,71%,4.04,0.61,0.37,3.31,41%,1.35,0.61,8.2,7.59,3.43,-,10.9km,2.2,4.9,-,-,-,-,-,-,-
2002123729,Stefano Della Rosa,23,77 kg,178 cm,,-,ITA,Serie A,Sassuolo,"$548,000 p/a",-,30/6/2033,"DM, M (LC)",M (L),19,"1,650",90%,0.05,0.07,3.22,0.65,0.33,0%,0,9%,-1.02,0.16,0.05,0.27,0.11,0,1.27,2.45,80%,0.93,0.11,0.11,3.05,30%,0.93,0.11,8.45,9.44,8.18,0.76,12.7km,3.76,12.87,-,-,-,-,-,-,-
